category,englishExample,englishMeaning,headword,hindiExample,hindiMeaning,kashmiriExample
VTI,The man watched the children crossing the lane.,watch,وٕچھُن,,देखना,
N,Drink plenty of water to keep good health.,water,آب،ترٛیش,,पानी,
VTI,He waters the plants regularly.,water,سَگ دیُن,,सींचना,
VTI,His mouth watered when he saw the sweets.,water,آب یُن,,पानी_आना,
N,It is pleasant to watch the waves in the sea.,wave,لہَر,,लहर,
VTI,He waved his hands for help.,wave,ہِلاوُن,,लहराना,
N,Buy some wax for the party.,wax,موم,,मोम,
VI,"When the moon waxes, it appears larger and rounder each day.",wax,بَڑُن,,बढ़ना,
VT,Please wax the doll.,wax,موم مَتھُن,,मोम_लगाना,
N,This way leads to the field.,way,وَتھ,,रास्ता,
N,This way leads to the field.,way,وَتھ,,पथ,
Pron,We are leaving this place.,we,أسۍ,,हम,
Adj,Weak minded do not take risks.,weak,کَمزور,,कमज़ोर,
Adj,He is weak to be a commander.,weak,کوٚچ،ناقٲبِل,,निस्तेज,
Adj,I advised him not to invest in shares as the market is weak.,weak,نَرٕم,,मन्द,
Adj,The tea is weak.,weak,آب ہِش,,नीरस,
VT,Anti-biotics will weaken our system.,weaken,کَمزور کَرُن,,निर्बल_करना,
N,It is good to know our own strengths and weaknesses.,weakness,کَمزوٗری،خٲمی,,निर्बलता,
N,Watching movies is their weakness.,weakness,کَمزوٗری,,शौक,
N,Health  is wealth.,wealth,دَولت,,धन,
N,It is a book with wealth of information.,wealth,کَثرَت،کٔثیٖر،یَسلہٕ,,बाहुल्य,
N,Use of  weapons should be banned.,weapon,سامان،ۂتِھیار,,अस्त्र,
N,Cottons are good for summer wear.,wear,پَلَو,,पहनावा,
N,The curtains will have a durable wear.,wear,دارٕدار,,जान,
N,The carpet is showing wear now.,wear,۔۔۔,,कट_फट/घिसावट,
VTI,Wear this jacket and go to market.,wear,لاگُن,,पहनना,
VTI,His face wore a sad look.,wear,آسُن,,भाव_होना,
VTI,The tyres are worn due to constant use.,wear,گِسنہٕ یُن، گَلُن,,घिस_जाना,
VTI,Fashionable clothes often do not wear very long.,wear,چلُن,,ज़्यादा_चलना,
Adj,He looked weary after the day`s hard work.,weary,تھوٚکمُت,,क्लान्त,
Adj,It was a weary journey by train for two days.,weary,تَھکہٕ وٕ نۍ,,उबाऊ,
V,The boy seems to weary of pedalling the cycle.,weary,تھکُن,,थकाना,
N,The weather is pleasant now.,weather,موسَم,,मौसम,
VTI,You should buy a suit that weathers well.,weather,موسمَس مُطٲبِق آسُن,,खुली_हवा_के_प्रभाव_को_झेलना,
VTI,She weathered the crisis well.,weather,ژالُن,,पार_करना,
VTI,Artisans weave and display handvoven textiles.,weave,وونُن,,कपडा_बनाना,
VTI,Their lives are woven into a narrative.,weave,وَلنہٕ یُن,,एक_ही_कथासूत्र_में_ग्रथित_करना,
VTI,The path weaves through bushes.,weave,دٔچِھنۍ کھووٕرۍ وَتھ کَڑٕنۍ,,दायें_बायें_चलना,
VTI,Tom wedded Mary.,wed,خاندَر کَرُن، نیتٕھر کَرُن,,ब्याह_करना,
N,We have to attend a wedding on Sunday.,wedding,خاندَر,,विवाहोत्सव,
N,A week has seven days.,week,ہَفتہٕ,,सप्ताह,
N,People go out in the weekends.,weekend,ویٖکٮ۪نڑ,,सप्ताह_का_अन्तिम_दिन,
Adj,His weekly trip was cancelled.,weekly,ہَفتٕوار,,साप्ताहक,
Adv,The lab must be checked weekly.,weekly,پرٛتھ ہَفتہٕ،ہَفتہٕ پَتہٕ ہَفتہٕ,,प्रति_सप्ताह,
N,I am reading a weekly.,weekly,ہَفتہٕ وار,,साप्ताहिक_पत्र,
VI,The child was weeping for his mother.,weep,وَدُن،رِوُن,,रोना,
N,He heard the weep of the solitary reaper.,weep,وَدُن،رِوُن,,रोदन,
VI,He weighs the grains on the scales.,weigh,تولُن,,तोलना,
VI,How much do you weigh?,weigh,وَزَن آسُن,,वजन_होना,
VI,We weighed anchor.,weigh,ہُک  کَڑُن,,लंगर_उठाना,
N,Don`t carry too much weight.,weight,وَزَن,,भार,
VT,Please weight down these papers.,weight,وَزَن تھاوُن,,भार_बढाना,
Adj,The chief guest gave a welcome address.,welcome,اِستیقبال,,स्वागत,
N,We were touched by the warmth of their welcome.,welcome,اِستیقبال,,स्वागत,
VT,The Principal welcomed the gathering.,welcome,اِستیقبال کَرُن,,स्वागत_करना,
VT,Gifts are always welcomed by children.,welcome,خٲر مَقدَم کَرُن,,धन्यवाद_सहित_लेना_[किसी_वस्तु_को],
VT,The manager welcomed the suggestion warmly.,welcome,خٲر مَقدَم کَرُن,,विशेष_रूप_से_प्रभावित_होना,
N,We have to work for the welfare of the needy.,welfare,بہبُوٗدی،بَجٲیی،خۄش حٲلی,,कल्याण,
Adj,We are all well here.,well,ٹھیٖکھ ، وارَے,,निरोग,
Adj,One should have a sound mind and well disciplined body.,well,جان,,सन्तोषजनक,
Interj,"Well, what a thing to say!",well,واہ، خٲر,,अरे_वाह!,
N,There is a well near the tree.,well,کیوٗر,,कुँआ,
Adv,The students behaved well.,well,اَصٕل پٲٹھۍ,,अच्छी_तरह,
Adj,The cyclone has crossed the west coast.,west,مَشرِقی,,पश्चिमी,
Adv,Our house faces west.,west,مَشرِق کُن,,पश्चिम_की_ओर,
N,Sun sets in the west.,west,مَشرِق,,पश्चिम,
Adj,Go to the western block.,western,مَشرِقی,,पश्चिमी,
Adj,The carpet is wet.,wet,اوٚدُر,,गीला,
N,Keep away from the wet.,wet,سرٛہہ,,तर,
N,There is some wet on the wall.,wet,سرٛہہ,,गीलापन,
N,He seems to be a wet person.,wet,نٮ۪تہٕ سۄتہٕ,,नीरस,
VT,Don`t get wet in the rain.,wet,أدراوُن,,गीला_करना,
Conj,That is what I mean.,what,کیاہ,,क्या,
Pron,What are you reading?,what,کیاہ,,क्या,
Pron,What I like about her is that she is frank.,what,یہِ,,जो,
Adv,Whatever he did was unexpected.,what,یہِ کینٛہہ تہِ,,जो कुछ भी,
Det,What books are you reading?,what,کۄم,,क्या,
Pron,You can eat whatever you like.,whatever,یہِ تہِ,,जो_कुछ_भी,
Pron,You can eat whatever you like.,whatever,یہِ تہِ,,जो_भी,
N,Wheat is good for health.,wheat,کٕنٕک,,गेहूँ,
N,The wheel in the cycle is not moving.,wheel,ہَگُر,,पहिया,
VTI,He wheeled the goods from place to place.,wheel,رَوانہٕ کَرُن، نیُن,,पहियों_पर_ले_जाना,
Pron,Sunday is the day when I take rest.,when,ییٚلہِ,,जब,
Pron,When are you going there?,when,کَر,,कब,
Interro,When did you go there?,when,کَر,,कब,
Rel Pron,Sunday is the day when I take rest.,when,ییٚلہِ,,जब/जिस_समय,
Conj,Come to our place when you feel like it.,when,ییٚمہِ ساتہٕ،ییٚلہِ,,जब,
Adv,When did you go there?,when,کَر,,कब,
Adv,"Whenever he comes to India, he visits us.",whenever,ییٚلہِ تہِ,,जब_कभी,
Adv,"Whenever he comes to India, he visits us.",whenever,ییٚلہِ تہِ,,जब_भी,
Pron,The place where you are staying is very congested.,where,ییٚتِٮ۪تھ,,जहाँ,
Pron,Where do you stay?,where,کَتہِ,,कहाँ,
Interro,Where do you stay?,where,کَتہِ,,कहाँ,
Conj,I don`t know where did I keep my book.,where,کَتہِ,,कहाँ,
Rel Pron,The place where you are staying is very congested.,where,ییٚتٮ۪تھ,,जिस_स्थान_पर,
Conj,He is very strong whereas his brother is puny.,whereas,ییٚلہِ زَن,,क्योंकि[प्रतिकूलता],
Adv,He took tution whereby he can get through the examination.,whereby,ییٚمہِ سۭتۍ,,जिसके_द्वारा,
Adv,The dog follows him wherever he goes.,wherever,یوٚتَتھ تہِ,,जहाँ_कहीं,
Adv,The dog follows him wherever he goes.,wherever,یوٚتَتھ تہِ,,जहाँ_भी,
Conj,I don`t know whether he will come.,whether,کہِ,,कि,
Conj,You will get a momento whether you take part in the quiz or not.,whether,چاہے,,चाहें,
Pron,You can take the book which is on the table.,which,یۄسہٕ,,जो,
Pron,Which book do you want?,which,کۄسہٕ,,कौनसा,
Rel Pron,You can take the book which is on the table.,which,یۄسہٕ,,जो,
Interro,Which is your favourite game?,which,کۄسہٕ,,कौन_सा,
Conj,The maid comes in the morning at which time I am asleep.,which,ییٚمہِ ساتہٕ,,जब_ि,
Det,Take whichever dress suits you best.,whichever,یُس تہِ,,जिस_भी,
Det,Take whichever course you like.,whichever,یُس تہِ,,जो_भी,
Pron,Take whichever course you like.,whichever,یُس تہِ,,जो_भी,
conj,I saw her while driving.,while,ییٚلہِ،ییٚمہِ ساتہٕ,,जब,
conj,I like black tea while my husband takes it with milk.,while,ییٚلہِ زَن,,जब_ि,
Conj,I finished the novel while she was cooking.,while,ییٚمہِ ساتہٕ,,उस_अवधि_में,
Conj,I like black tea while my husband takes it with milk.,while,ییٚلہِ زَن,,जब_ि,
N,She worked in a school for a while before joining the college.,while,کِینٛژس کالَس,,काल,
V,We whiled away the time at the airport reading newspapers.,while,گُزارُن,,आराम_से_समय_गुजारना,
N,The man was punished with a whip.,whip,چھانٛٹہٕ,,चाबुक,
N,He was elected as the chief whip of the party.,whip,لاگُو گَژھنہٕ خٲطرٕ کانٛہہ قونُونی کاروٲیی,,उपस्थित_होने_के_लिए_लिखित_आदेश,
VTI,The teacher whipped the boy.,whip,کوڑٕ والٕنۍ,,चाबुक_मारना,
VTI,She whipped the cream.,whip,چھونٛپ دیُن,,फेंटना,
VTI,Chill winds whipped the desert.,whip,وٕڑُن,,दिशा_की_ओर_चलना,
VTI,The man whipped out a knife.,whip,یَک دَم کَڑُن,,झटके_से_निकालना,
N,The spy spoke in whispers.,whisper,پھِسرارَے، لوٚت,,काना_फूसी,
VTI,The student whispered in the class.,whisper,پِھسرارَے کَرٕنۍ,,काना_फूसी_करना,
VTI,A gentle breeze was whispering through the woods.,whisper,۔۔۔,,पत्तियों_के_टकराने_की_आवाज,
N,She has a whistle in her hand.,whistle,پِپِنۍ,,सीटी,
VTI,He whistled the whole song.,whistle,پِپِنۍ وایِنۍ،شِریٖنۍ وایِنۍ,,सीटी_बजाकर_बुलाना,
Adj,Spread the white cloth on the table.,white,سَفید,,सफेद,
Adj,He is a white man.,white,۔۔۔,,श्वेत_रंग[कुल],
Adj,He was white with illness.,white,سَفیدی,,तीव्र_उत्तेजना,
Pron,Who is the person in the red coat?,who,کۄسہٕ،کُس,,कौन/जो,
Pron,The boy who is tall came first.,who,یۄسہٕ ،یُس,,जो,
Pron,Who is the person in the red coat?,who,کۄسہ،کُس,,कौन,
Pron,Whoever comes first will get a prize.,whoever,یُس کانٛہہ,,जो_कोई,
Pron,Whoever comes first will get a prize.,whoever,یُس تہِ,,जो_भी,
Adj,We spent the whole day watching movies.,whole,پوٗرٕ,,पुरा,
Adj,The whole village was washed away by the floods.,whole,سورُے,,पूरा,
N,They all together make a whole.,whole,جَمٲژ,,समस्त,
Adv,She wasn`t wholly satisfied by my suggestion.,wholly,پورٕ پٲٹھۍ,,पूर्ण_रूप_से,
Pron,Whom should I call for the party?,whom,کٔمِس,,किसे,
Pron,The boy whom you gave that book has come.,whom,ییٚمِس,,जिसको,
Pron,The boy whom you gave that book has come.,whom,ییٚمِس,,किसको,
Pron,"The boy whose book it is, will come later.",whose,ییٚمۍ سٕنٛز,,जिसका,
Pron,Whose book is this?,whose,کٔمۍ سٕنٛز,,किसका,
Rel Pron,"The boy whose book it is, will come later.",whose,ییٚمۍ سٕنٛز,,जिसका,
Interro,Whose car is that?,whose,کٔمۍ سٕنٛز,,किसका,
Pron,Why did you leave him?,why,کیازِ,,क्यों,
Interro,Why did you leave him?,why,کیازِ,,क्यों,
Adj,He is a wicked man.,wicked,آزٲرۍ،بَد کار,,दुष्ट,
